"epoch","stage","start_sample","end_sample","delta_power","theta_power","alpha_power","sigma_power","beta_power"
2211,"N3",6630001,6633000,302965.539167364,28033.6610654566,10495.3522695242,5021.1045909396,11973.3988126883
2212,"N3",6633001,6636000,352543.806290971,44148.0634133707,18194.3674777187,10454.9843957804,32147.5185144445
2213,"N3",6636001,6639000,403087.426046259,44779.1571815322,15378.7733407799,10201.0107383758,23685.507378388
2214,"N3",6639001,6642000,338453.003343558,37779.1476798862,12091.3036199308,5411.5730954459,12726.2520167884
2215,"N3",6642001,6645000,490796.52714444,61495.0331346131,12505.890667309,5926.4654192096,15761.6035531213
2216,"N3",6645001,6648000,389523.110796605,40646.134744279,13920.5123504016,5540.9805601511,15551.3317283608
2217,"N3",6648001,6651000,333763.43665306,28876.919718799,12402.1654729426,6450.5146672129,17376.9504400335
2218,"N3",6651001,6654000,373224.498819767,37345.5060763401,13174.3304149664,6681.7802467837,16203.2947771032
2219,"N3",6654001,6657000,547913.142733099,37010.2184732542,13129.8280929804,6472.8024002303,16779.8801527295
2220,"N3",6657001,6660000,502338.775166603,40444.1019916678,14686.7806272035,7016.2584767795,15515.7133120764
2221,"N3",6660001,6663000,368669.378327004,41689.2742661249,13452.6992521015,6692.0725295544,14948.7376695154
2222,"N3",6663001,6666000,328351.780882165,36222.9348838348,16462.7949952099,7671.9628918277,22185.623336048
2223,"N3",6666001,6669000,367915.985888604,28440.0841844803,13016.473529971,5223.8111090045,15612.8375205765
2224,"N3",6669001,6672000,278980.935333567,28201.3069418444,14654.0014009504,7356.7963554452,17656.2211387092
2225,"N3",6672001,6675000,191215.805580273,19113.0411309799,12111.5474915042,6081.9786314257,18905.8980158617
2226,"N3",6675001,6678000,345599.367964741,23130.9448264522,13762.1247027236,8665.7697426541,27899.6390490964
2227,"N3",6678001,6681000,311918.460106389,23895.5232955318,13220.8062758391,6897.9415418178,21029.3808709714
2228,"N3",6681001,6684000,297419.275469976,31092.0603172832,11355.2539442652,5073.468760728,11831.7544418222
2229,"N3",6684001,6687000,501550.752238301,38723.9030342233,10338.7565343985,4341.2687148758,10195.1996291065
2230,"N3",6687001,6690000,317424.371548805,29147.3159156757,12214.6634198018,5779.3659308882,19667.0850427023
2231,"N3",6690001,6693000,277186.36273228,30593.8169298642,12887.4155100073,5841.4347463892,14474.1907213818
2232,"N3",6693001,6696000,459747.418888202,35436.4434147797,13267.019288806,6523.1315823063,19166.0814912963
2233,"N3",6696001,6699000,517787.008555549,32833.1181993775,12443.816961678,5520.6978164209,10654.6694284006
2234,"N3",6699001,6702000,335333.724091265,27103.1536330517,9395.9311511157,4439.0105626159,10983.0910704622
2235,"N3",6702001,6705000,274254.062472215,38861.7066458489,10099.2784537848,4570.640779966,10869.8154619135
2236,"N3",6705001,6708000,280921.086507314,20484.9891342654,9452.8635142783,4479.9653201663,13435.8991640166
2237,"N3",6708001,6711000,385270.124245829,40986.1356229272,11575.7977023196,5149.9044306593,11681.5026648607
2238,"N3",6711001,6714000,189775.763971217,18129.3293389437,7253.9672284066,4137.8499669055,9123.1352245199
2239,"N3",6714001,6717000,203576.824144267,22946.3023849571,13469.1791835385,8013.4817797258,24556.5335959192
2240,"N3",6717001,6720000,183770.636546284,26054.5379324447,12596.7901275769,6069.6040704066,23174.6966149849
2241,"N3",6720001,6723000,228023.11657304,29977.006080292,11121.469448367,4764.5026482563,13068.09823879
2242,"N3",6723001,6726000,307042.318897948,25939.0011826721,8681.7236195172,5146.4455579815,14950.4947335963
2243,"N3",6726001,6729000,185554.741195329,19275.5571193848,8088.6126228553,4578.9804680169,17163.3265482407
2244,"N3",6729001,6732000,288197.700115456,24969.4213697889,11665.0036070575,6131.9329574536,24232.5750492143
2245,"N3",6732001,6735000,424699.017545332,34500.2194862288,14386.2544426533,7234.212736163,22671.0817191583
2246,"N3",6735001,6738000,407102.853357575,30050.6859206096,13030.4225627861,10129.9489852488,22843.3635197385
2247,"N3",6738001,6741000,406559.173508182,38042.0115593105,10405.2976793683,5146.3321537863,15826.4248727311
2248,"N3",6741001,6744000,446023.826258917,38920.6945978179,14531.560621707,6591.5377625692,20080.7720127938
2249,"N3",6744001,6747000,337753.866352714,27738.3908629353,9897.0784172727,5561.5360824006,13221.2167790512
2250,"N1",6747001,6750000,207546.691550839,26212.70311616,10442.1659460271,4683.5672519279,13726.8448034589
2251,"N3",6750001,6753000,228318.624126401,25511.3366749077,7888.3431390886,4094.0163813052,11585.7707470177
2252,"N3",6753001,6756000,197632.753993547,23890.6605728497,8123.7287807412,3642.8094122257,9482.96312052
2253,"N3",6756001,6759000,446123.904291677,32662.5756108228,9127.2494979512,4445.8509226616,10092.909583214
2254,"N3",6759001,6762000,241226.639753582,26448.9671699226,10048.8005651183,5162.6945937202,14535.3270574976
2255,"N3",6762001,6765000,292202.393936079,30226.5943484396,10988.3880714418,4981.1305745463,15495.5521441535
2256,"N3",6765001,6768000,173417.507119339,19240.2064568285,9552.0269833179,4682.0860141932,15816.472951029
2257,"N3",6768001,6771000,112251.639930644,16427.5934912806,7778.406946473,4361.6700147579,11818.6913097978
2258,"N3",6771001,6774000,199899.293479532,26691.360554855,11649.4978199025,6806.4924231929,20223.5210983847
2259,"N3",6774001,6777000,416357.073648223,34118.0280082382,13297.7780004721,6646.5234092707,16314.0797788156
2260,"N3",6777001,6780000,310863.444452027,29710.028465113,12482.4355039245,7268.8274950719,21158.1362167401
2261,"N3",6780001,6783000,321860.469281633,38141.5245756163,13372.1998109874,6351.0455168283,16972.4441242162
2262,"N3",6783001,6786000,301648.171313274,25890.9410558121,9389.8707608783,5906.0149554849,17087.1800296278
2263,"N3",6786001,6789000,329427.353607073,33257.6241677506,15692.8607283904,9228.8762180959,29507.93338924
2264,"N3",6789001,6792000,356535.534870549,35213.0017068105,11659.5595457612,7733.5935715016,21173.3409303832
2265,"N1",6792001,6795000,509424.22775479,52900.2582617006,18881.1736858598,10857.1048349885,27414.9582276487
2266,"N3",6795001,6798000,410771.948754944,37079.5697633588,11273.5886742329,5696.1456273602,19291.9882569885
2267,"N3",6798001,6801000,248496.570831422,30071.5491025427,9301.701094455,4094.0282893256,11190.7745003824
2268,"N3",6801001,6804000,295405.982126842,28593.911056361,10745.4717016584,5969.6526214723,19250.688964868
2269,"N3",6804001,6807000,232131.016621893,22158.7718027784,8340.8255314667,3564.6208744827,10396.278020794
2270,"N1",6807001,6810000,302079.818849777,35181.1952310751,14829.3677704373,8666.5496297643,23845.2173784929
2271,"N3",6810001,6813000,203594.920079476,19730.7291100983,6975.2945295414,3427.0773313482,9581.1550195604
2272,"N3",6813001,6816000,400500.626417304,29066.8205602086,12455.6409555434,6761.6455931054,18324.6709771857
2273,"N3",6816001,6819000,285510.264444511,20046.6649018863,9009.6812279018,3872.5042131305,10343.3579483186
2274,"N3",6819001,6822000,300422.07452256,30729.8547314413,10862.3523664665,6202.6087773014,15032.8136275412
2275,"N3",6822001,6825000,261010.610493149,35110.8047547786,10518.5420014607,6103.6647686923,15753.7235310226
2276,"N3",6825001,6828000,244123.166651151,26057.698950937,9951.4221001001,4588.7711514561,12711.320955311
2277,"N3",6828001,6831000,189627.649374346,26522.1830752144,10213.9988298798,5017.9620005754,11986.2127967856
2278,"N3",6831001,6834000,234654.330079422,28936.4934009595,10190.6267355263,5595.4824221235,15733.2466825679
2279,"N3",6834001,6837000,303500.472738414,35618.2581479062,13375.7602891147,7671.6695075098,19383.2908806331
2280,"N3",6837001,6840000,333719.861319911,36923.6479791245,12743.4571604156,7006.0291442051,17913.0818007959
2281,"N3",6840001,6843000,292336.88072954,33656.1060637754,14583.5782141205,6486.8826658305,20212.6137045241
2282,"N1",6843001,6846000,161178.052554674,24577.6734278889,10940.7187999597,5653.0707599355,15181.5725956058
2283,"N1",6846001,6849000,207254.980227979,25118.9900550158,11993.5682708247,5256.2143843439,19080.7893301432
2284,"N3",6849001,6852000,195811.146824344,19576.1777759018,8995.8851856521,4287.8420570858,12817.5356644274
2285,"N3",6852001,6855000,204774.709844269,24820.6520083921,9958.2631701873,4087.449674815,12947.3321870056
2286,"N3",6855001,6858000,369602.532328406,28197.1098140353,12550.0365396807,5107.4030946042,16439.0058643104
2287,"N3",6858001,6861000,288684.922481567,29013.5274462726,11141.9692690923,6508.625779977,17550.6850288715
2288,"N3",6861001,6864000,355051.740640006,31932.0027735123,10272.7522613147,5751.7378548907,14481.2695498196
2289,"N3",6864001,6867000,277298.620915369,24057.3193982524,10196.6651888654,5096.8928523097,13213.5438807707
2290,"N3",6867001,6870000,309988.625005214,28714.2772760685,12651.9469114682,6550.7203765256,20516.2432163167
2291,"N3",6870001,6873000,366732.047979088,39407.3879633893,14507.8673391787,7919.038959076,22096.5732282939
2292,"N3",6873001,6876000,521987.198527372,44905.0055846213,16328.5551311513,8071.5494945212,25733.4136197141
2293,"N1",6876001,6879000,303132.807768344,34458.4429383679,16309.5487005656,9483.4638393079,28621.6380226029
2294,"N3",6879001,6882000,299077.01012972,36178.6227619111,11822.2843324663,7172.727596148,19682.3020653421
2295,"N3",6882001,6885000,297282.914841525,24573.4816417808,13623.3863752419,8639.8682117155,25955.5315494877
2296,"N1",6885001,6888000,224234.616700596,26934.5434893813,10031.8226401325,5206.0355610431,12714.0272218147
2297,"N3",6888001,6891000,159730.001074249,22527.9468353978,8856.0099165623,4379.7853977411,11406.1419435212
2298,"N1",6891001,6894000,266602.478831662,16512.6052913394,7745.2132406491,3840.1216934838,11222.7216769279
2299,"N1",6894001,6897000,267568.464973839,28373.0784848817,9055.59618608,4855.5736559206,11803.8204120162
2300,"N3",6897001,6900000,414036.023684852,39089.8774834718,15351.0157314313,7330.0103237268,22446.9660750389
2301,"N3",6900001,6903000,371647.588062295,35325.8214860961,14516.0022185952,7755.9086477957,23793.3750514496
2302,"N3",6903001,6906000,428855.22561199,28997.6262309113,11196.2637594888,5443.4081109607,15007.2923207636
2303,"N3",6906001,6909000,302937.654010889,29726.3941408502,10268.0639568957,5279.3020807241,15723.6603846645
2304,"N3",6909001,6912000,253903.203491624,28656.4670799449,12045.6341510182,7828.4105192165,18268.9144450621
2305,"N3",6912001,6915000,195761.031333533,27724.2887217744,9406.2514224176,5150.1324477128,12199.3870381235
2306,"N3",6915001,6918000,345720.807370656,38361.3779563145,12287.8138592208,5486.9009973564,16135.5587081937
2307,"N3",6918001,6921000,182984.859294045,22026.492579203,9168.7455125386,4969.7099387694,11138.7354898453
2308,"N3",6921001,6924000,329819.644401438,40244.0380172505,11179.959053263,5913.2821155621,12867.3097847247
2309,"N3",6924001,6927000,255135.627661505,18944.6264937711,9417.5819169498,4464.3107874886,10467.4721900495
2310,"N3",6927001,6930000,269668.594413234,30709.5907660259,10904.2167110694,6206.4907707279,19182.831517847
2311,"N3",6930001,6933000,305374.647478731,28927.0070491849,13204.6149629929,6817.5166369932,18892.302803248
2312,"N3",6933001,6936000,425005.518268263,30565.771413582,9649.5764093307,5048.2642243447,17816.3403342797
2313,"N3",6936001,6939000,200323.983599572,27931.9810596075,9731.2466650911,4671.6357608247,16247.317287072
2314,"N3",6939001,6942000,272859.652973031,25729.7993701384,9049.7060372303,4675.6079580734,10793.9931082688
2315,"N3",6942001,6945000,323789.774006828,37934.248200088,8840.5279541401,4590.6034869679,12497.385245174
2316,"N3",6945001,6948000,638764.758147489,45296.1409177634,12361.6943122831,4858.6672539361,11645.5887426997
2317,"N3",6948001,6951000,323319.910552809,27958.8701624329,8446.5075579207,3958.7348169907,10557.9366146053
2318,"N3",6951001,6954000,402740.872015611,31045.0610082609,10581.9741777357,4821.2495088155,12008.0174416273
2319,"N3",6954001,6957000,210084.104852284,24380.338795011,10080.1932247449,5180.960913128,12705.8664947746
2320,"N3",6957001,6960000,488171.170370094,24614.336621014,10716.0847878694,6609.958635786,18827.6648150085
2321,"N3",6960001,6963000,327338.567703395,20553.5591310621,9198.7386604146,4613.974786021,14013.8067569419
2322,"N1",6963001,6966000,313445.192719464,27738.4506381112,9662.4424399751,6107.4902418911,15331.1600750762
2323,"N1",6966001,6969000,467457.567448712,43040.5932378361,15374.8351260549,9468.4693118489,25211.5376206587
2324,"N3",6969001,6972000,560689.74286893,48226.6370286496,17993.1738703685,11148.1563080968,35060.1007582105
2325,"N3",6972001,6975000,766201.780849912,37863.034395104,17559.5756955412,9106.9190874404,25850.5721680973
2326,"N3",6975001,6978000,349528.676683508,23552.168078239,11276.657661909,5997.1097347726,18730.8333180338
2327,"N3",6978001,6981000,468069.359878146,37956.3201366179,11675.6227629196,6193.028022269,14544.3025130455
2328,"N3",6981001,6984000,397539.368187452,45870.8498043942,12979.4790917781,6368.9268730502,16646.7289493507
2329,"N3",6984001,6987000,541840.146848786,36902.4515259834,12832.4971425319,7112.9403501922,19709.33066246
2330,"N3",6987001,6990000,397744.51931027,29424.0379456773,11802.1266464371,5161.1000644665,15147.2735709235
2331,"N3",6990001,6993000,343960.822182321,32075.5908512584,12606.7493761786,7032.2933184701,21656.0506345954
2332,"N3",6993001,6996000,600914.63022019,53892.6158051015,16719.7203466986,7536.3864424363,18636.3403901744
2333,"N3",6996001,6999000,401783.774212565,40192.2234838907,13364.3441624005,7728.3495191303,18010.0973439765
2334,"N3",6999001,7002000,491661.615753132,37296.9607932105,12320.2709979274,6809.59420922,15786.341334277
2335,"N3",7002001,7005000,260448.227715481,23080.0290628731,11138.170685031,5567.499641701,17200.951956434
2336,"N3",7005001,7008000,280359.573254413,31785.0363530688,10838.5466055537,6717.4611393083,18072.0586139642
2337,"N3",7008001,7011000,469251.703807859,36335.0349365448,11137.9563378868,5430.6927855633,16299.3830193932
2338,"N3",7011001,7014000,484430.111843728,50648.6188960651,12367.5729145959,5814.9254302556,17226.0444641467
2339,"N3",7014001,7017000,386390.941702893,37589.8776588131,13176.5756076752,5407.0248045306,12801.4973676035
2340,"N3",7017001,7020000,129003.867528182,17771.417747738,6172.5055002201,2931.4968825276,8268.8216642436
2341,"N3",7020001,7023000,306440.167981827,19449.0542664248,5761.383111437,2846.4933333163,7739.0807453593
2342,"N3",7023001,7026000,277884.86170131,40182.5717282976,10172.5367444429,5760.6400596279,12019.675440976
2343,"N3",7026001,7029000,330399.582606649,41483.4282762051,11921.2868930274,6023.399809246,16651.9382828343
2344,"N3",7029001,7032000,266976.883046663,36089.5254327717,17413.7612116595,8634.0458846982,26338.2747871159
2345,"N3",7032001,7035000,252784.560881875,26200.9707651219,10564.3546576078,6284.225069758,18173.030669983
2346,"N3",7035001,7038000,262001.362797537,45216.5961137273,11689.2774165618,6530.6632667267,12808.8132392707
2347,"N3",7038001,7041000,277206.141802904,32081.5624712943,11031.5849182669,5167.0084227476,11611.4504892283
2348,"N3",7041001,7044000,261835.214109791,34935.3931961052,14111.9437692245,7817.8652830623,18914.923957251
2349,"N1",7044001,7047000,271375.345059905,40418.2129674621,13390.6916271293,6118.8348168203,16054.4429991074
2350,"N3",7047001,7050000,277657.289131215,32032.7473048018,11051.3814324168,6461.7605802012,18425.3947955366
2351,"N1",7050001,7053000,256249.646006035,26128.1605314583,11085.9112657208,5562.3447130223,13067.4588033667
2352,"N3",7053001,7056000,321342.99630819,35904.3159289894,10335.44834376,5539.0390022913,14847.7854353004
2353,"N3",7056001,7059000,401784.584790853,37221.2623880874,13393.1894363945,6966.8921145311,16015.3149484304
2354,"N1",7059001,7062000,212165.969805001,33997.160750602,11819.3989408812,6464.0668153304,18337.9069830976
2355,"N3",7062001,7065000,376670.183244507,55776.6184788634,14230.4302196784,8282.8362642949,17361.395463948
2356,"N3",7065001,7068000,263376.147838047,32753.7539836266,12674.0930452095,9178.7246324052,25652.9650455336
2357,"N3",7068001,7071000,285552.372657209,28992.7092360334,10463.3424990111,6269.302837681,16529.696530458
2358,"N1",7071001,7074000,162888.43240633,16540.2535084077,7134.8804820244,3227.5911938825,9236.1407077815
2359,"N3",7074001,7077000,219981.147432425,21874.0338683981,7300.6358397523,4060.2910732844,10081.6710476113
2360,"N3",7077001,7080000,214461.201203005,30296.5659738572,10097.1647188937,5175.7636171452,12914.5178137925
2361,"N3",7080001,7083000,439099.524204718,36651.1200950184,12561.145394405,7394.1936965145,15340.0609642932
2362,"N3",7083001,7086000,449289.887498679,38941.5892183345,12191.8233901572,6046.6097832048,13843.8369487809
2363,"N3",7086001,7089000,436444.81550051,31687.1943244457,12879.541012076,5012.0812558344,12260.991000799
